Name,Category,Variation,DIY,Buy,Sell,Color 1,Color 2,Source,Seasonal Availability,Mannequin Piece,Style,Villager Equippable
old commoner's kimono,dresses,Blue,No,1920,480,Blue,Red,Able Sisters,All Year,No,Simple,Yes
old commoner's kimono,dresses,Green,No,1920,480,Green,Yellow,Able Sisters,All Year,No,Simple,Yes
old commoner's kimono,dresses,Red,No,1920,480,Red,Yellow,Able Sisters,All Year,No,Simple,Yes
orange dress,dresses,Orange,Yes,NFS,1600,Orange,Yellow,Crafting,All Year,No,Cute,Yes
overall dress,dresses,Denim,No,2000,500,Blue,Red,Able Sisters,All Year,No,Active,Yes
overall dress,dresses,Yellow,No,2000,500,Yellow,Green,Able Sisters,All Year,No,Active,Yes
overall dress,dresses,Beige,No,2000,500,Beige,Blue,Able Sisters,All Year,No,Active,Yes
overall dress,dresses,Red,No,2000,500,Red,Light blue,Able Sisters,All Year,No,Active,Yes
overall dress,dresses,Green,No,2000,500,Green,Orange,Able Sisters,All Year,No,Active,Yes
oversized print dress,dresses,Pink,No,1800,450,Pink,Orange,Able Sisters,Summer,No,Cute,Yes
oversized print dress,dresses,Blue,No,1800,450,Blue,Light blue,Able Sisters,Summer,No,Cute,Yes
oversized print dress,dresses,Green,No,1800,450,Green,Green,Able Sisters,Summer,No,Cute,Yes
oversized print dress,dresses,Brown,No,1800,450,Brown,Orange,Able Sisters,Summer,No,Cute,Yes
oversized print dress,dresses,Orange,No,1800,450,Orange,Orange,Able Sisters,Summer,No,Cute,Yes
oversized print dress,dresses,Beige,No,1800,450,Beige,Gray,Able Sisters,Summer,No,Cute,Yes
oversized-sweats dress,dresses,Red,No,1500,375,Red,Blue,Able Sisters,All Year,No,Active,Yes
oversized-sweats dress,dresses,Light blue,No,1500,375,Light blue,Purple,Able Sisters,All Year,No,Active,Yes
oversized-sweats dress,dresses,Yellow,No,1500,375,Yellow,Blue,Able Sisters,All Year,No,Active,Yes
oversized-sweats dress,dresses,Orange,No,1500,375,Orange,Green,Able Sisters,All Year,Yes,Active,Yes
oversized-sweats dress,dresses,Pink,No,1500,375,Pink,Blue,Able Sisters,All Year,No,Active,Yes
painter's coverall,dresses,Beige,No,1600,400,Beige,Colorful,Able Sisters,All Year,No,Active,Yes
painter's coverall,dresses,Green,No,1600,400,Green,Colorful,Able Sisters,All Year,No,Active,Yes
painter's coverall,dresses,White,No,1600,400,White,Colorful,Able Sisters,All Year,No,Active,Yes
pajama dress,dresses,Navy blue,No,1200,300,Blue,White,Able Sisters,All Year,No,Simple,Yes
pajama dress,dresses,Green,No,1200,300,Green,White,Able Sisters,All Year,No,Simple,Yes
pajama dress,dresses,Gray,No,1200,300,Gray,White,Able Sisters,All Year,No,Simple,Yes
pajama dress,dresses,Berry red,No,1200,300,Red,White,Able Sisters,All Year,No,Simple,Yes
pajama dress,dresses,Brown,No,1200,300,Brown,White,Able Sisters,All Year,No,Simple,Yes
palatial tank dress,dresses,White,No,2520,630,White,Colorful,Able Sisters,All Year,No,Gorgeous,Yes
parka and shirtdress,dresses,Blue,No,1600,400,Black,Green,Able Sisters,All Year,No,Cool,Yes
parka and shirtdress,dresses,Yellow,No,1600,400,Black,Yellow,Able Sisters,All Year,No,Cool,Yes
parka and shirtdress,dresses,Red,No,1600,400,Black,Red,Able Sisters,All Year,No,Cool,Yes
parka dress,dresses,Yellow,No,1600,400,Yellow,Yellow,Able Sisters,All Year,No,Active,Yes
parka dress,dresses,Orange,No,1600,400,Orange,Orange,Able Sisters,All Year,No,Active,Yes
parka dress,dresses,Blue,No,1600,400,Blue,Blue,Able Sisters,All Year,No,Active,Yes
parka dress,dresses,Green,No,1600,400,Green,Green,Able Sisters,All Year,No,Active,Yes
parka dress,dresses,Pink,No,1600,400,Pink,Pink,Able Sisters,All Year,No,Active,Yes
peach dress,dresses,Peach,Yes,NFS,1600,Pink,Green,Crafting,All Year,No,Cute,Yes
peacoat-and-skirt combo,dresses,Blue,No,2400,600,Blue,Gray,Able Sisters,Winter,No,Cute,Yes
peacoat-and-skirt combo,dresses,Red,No,2400,600,Red,Gray,Able Sisters,Winter,Yes,Cute,Yes
pear dress,dresses,Beige,Yes,NFS,1600,Yellow,Green,Crafting,All Year,No,Cute,Yes
pharaoh's outfit,dresses,White,No,2520,630,White,Colorful,Able Sisters,All Year,No,Gorgeous,Yes
pilot's uniform,dresses,Navy blue,No,2240,560,Blue,Yellow,Able Sisters,All Year,No,Active,Yes
pilot's uniform,dresses,Black,No,2240,560,Black,Yellow,Able Sisters,All Year,No,Active,Yes
pilot's uniform,dresses,Light blue,No,2240,560,Light blue,Yellow,Able Sisters,All Year,No,Active,Yes
pinafore,dresses,Dark blue,No,1600,400,Blue,White,Able Sisters,All Year,No,Simple,Yes
pinafore,dresses,Pink,No,1600,400,Pink,White,Able Sisters,All Year,No,Simple,Yes
pinafore,dresses,Muslin,No,1600,400,Beige,White,Able Sisters,All Year,No,Simple,Yes
pineapple dress,dresses,Yellow,No,1500,375,Yellow,Green,Able Sisters,Summer,No,Cute,Yes
pintuck-pleated dress,dresses,Pink,No,1600,400,Pink,Pink,Able Sisters,Summer,No,Cute,Yes
pintuck-pleated dress,dresses,Lime,No,1600,400,Yellow,Orange,Able Sisters,Summer,No,Cute,Yes
pintuck-pleated dress,dresses,Green,No,1600,400,Green,Green,Able Sisters,Summer,No,Cute,Yes
pintuck-pleated dress,dresses,Purple,No,1600,400,Purple,Purple,Able Sisters,Summer,No,Cute,Yes
pintuck-pleated dress,dresses,Light blue,No,1600,400,Light blue,Blue,Able Sisters,Summer,Yes,Cute,Yes
pintuck-pleated dress,dresses,Brown,No,1600,400,Brown,Brown,Able Sisters,Summer,No,Cute,Yes
PJ outfit,dresses,Blue,No,1050,262,Light blue,White,Able Sisters,All Year,No,Simple,Yes
PJ outfit,dresses,Navy blue,No,1050,262,Blue,White,Able Sisters,All Year,No,Simple,Yes
PJ outfit,dresses,Gray,No,1050,262,Gray,White,Able Sisters,All Year,No,Simple,Yes
PJ outfit,dresses,Green,No,1050,262,Green,White,Able Sisters,All Year,No,Simple,Yes
PJ outfit,dresses,Red,No,1050,262,Red,White,Able Sisters,All Year,No,Simple,Yes
plaid-print dress,dresses,Fancy plaid,No,2000,500,Light blue,Red,Able Sisters,Summer,Yes,Cute,Yes
plaid-print dress,dresses,Energetic plaid,No,2000,500,Orange,Light blue,Able Sisters,Summer,No,Cute,Yes
plaid-print dress,dresses,Dreamy plaid,No,2000,500,Purple,Blue,Able Sisters,Summer,No,Cute,Yes
plaid-print dress,dresses,Sweet plaid,No,2000,500,Green,Brown,Able Sisters,Summer,No,Cute,Yes
plover dress,dresses,Brown,No,1600,400,Brown,Black,Able Sisters,All Year,No,Elegant,Yes
plover dress,dresses,Gray,No,1600,400,Gray,Black,Able Sisters,All Year,No,Elegant,Yes
plover dress,dresses,Green,No,1600,400,Green,Black,Able Sisters,All Year,No,Elegant,Yes
power suit,dresses,Blue,No,3780,945,Blue,Green,Able Sisters,All Year,No,Active,Yes
power suit,dresses,Green,No,3780,945,Green,Purple,Able Sisters,All Year,No,Active,Yes
power suit,dresses,Black,No,3780,945,Black,Red,Able Sisters,All Year,No,Active,Yes
power suit,dresses,Red,No,3780,945,Red,Gray,Able Sisters,All Year,No,Active,Yes
prim outfit,dresses,Blue,No,1920,480,Light blue,Blue,Able Sisters,All Year,No,Elegant,Yes
prim outfit,dresses,Gray,No,1920,480,Gray,Black,Able Sisters,All Year,No,Elegant,Yes
prim outfit,dresses,Pink,No,1920,480,Pink,Pink,Able Sisters,All Year,No,Elegant,Yes
princess dress,dresses,Blue,No,5500,1375,Light blue,Blue,Able Sisters,All Year,No,Elegant,Yes
princess dress,dresses,Green,No,5500,1375,Green,Green,Able Sisters,All Year,No,Elegant,Yes
princess dress,dresses,Yellow,No,5500,1375,Yellow,Orange,Able Sisters,All Year,No,Elegant,Yes
princess dress,dresses,Pink,No,5500,1375,Pink,Pink,Able Sisters,All Year,No,Elegant,Yes
princess dress,dresses,Purple,No,5500,1375,Purple,Purple,Able Sisters,All Year,No,Elegant,Yes
princess dress,dresses,Mint,No,5500,1375,Green,Green,Able Sisters,All Year,No,Elegant,Yes
princess dress,dresses,Orange,No,5500,1375,Orange,Orange,Able Sisters,All Year,No,Elegant,Yes
princess dress,dresses,Gray,No,5500,1375,Black,Gray,Able Sisters,All Year,No,Elegant,Yes
racing outfit,dresses,Red,No,2450,612,Red,White,Able Sisters,All Year,No,Active,Yes
racing outfit,dresses,Blue,No,2450,612,Blue,White,Able Sisters,All Year,No,Active,Yes
racing outfit,dresses,Yellow,No,2450,612,Yellow,White,Able Sisters,All Year,No,Active,Yes
racing outfit,dresses,Black,No,2450,612,Black,White,Able Sisters,All Year,No,Active,Yes
rad power skirt suit,dresses,Red,No,2240,560,Red,Black,Able Sisters,All Year,No,Gorgeous,Yes
rad power skirt suit,dresses,Pink,No,2240,560,Pink,Black,Able Sisters,All Year,No,Gorgeous,Yes
rad power skirt suit,dresses,Purple,No,2240,560,Purple,Black,Able Sisters,All Year,No,Gorgeous,Yes
rad power skirt suit,dresses,Blue,No,2240,560,Blue,Black,Able Sisters,All Year,No,Gorgeous,Yes
rad power skirt suit,dresses,Green,No,2240,560,Green,Black,Able Sisters,All Year,No,Gorgeous,Yes
rad power skirt suit,dresses,Yellow,No,2240,560,Yellow,Black,Able Sisters,All Year,No,Gorgeous,Yes
rad power skirt suit,dresses,Light blue,No,2240,560,Light blue,Black,Able Sisters,All Year,No,Gorgeous,Yes
Renaissance dress,dresses,Red,No,6000,1500,Red,Beige,Able Sisters,All Year,No,Gorgeous,Yes
Renaissance dress,dresses,Green,No,6000,1500,Green,Beige,Able Sisters,All Year,No,Gorgeous,Yes
Renaissance dress,dresses,Blue,No,6000,1500,Blue,Beige,Able Sisters,All Year,No,Gorgeous,Yes
Renaissance dress,dresses,Navy blue,No,6000,1500,Blue,Gray,Able Sisters,All Year,No,Gorgeous,Yes
Renaissance dress,dresses,Pink,No,6000,1500,Pink,Beige,Able Sisters,All Year,No,Gorgeous,Yes
Renaissance dress,dresses,Purple,No,6000,1500,Purple,Beige,Able Sisters,All Year,No,Gorgeous,Yes
retro A-line dress,dresses,Pink,No,2550,637,Orange,Pink,Able Sisters,All Year,Yes,Cute,Yes
retro A-line dress,dresses,Blue,No,2550,637,Yellow,Blue,Able Sisters,All Year,No,Cute,Yes
retro A-line dress,dresses,Light blue,No,2550,637,White,Light blue,Able Sisters,All Year,No,Cute,Yes
retro A-line dress,dresses,Yellow,No,2550,637,Green,Yellow,Able Sisters,All Year,No,Cute,Yes
retro A-line dress,dresses,Black,No,2550,637,Red,Black,Able Sisters,All Year,No,Cute,Yes
retro dress,dresses,Green,No,2550,637,Green,White,Able Sisters,All Year,No,Elegant,Yes
retro dress,dresses,Black,No,2550,637,Black,White,Able Sisters,All Year,No,Elegant,Yes
retro dress,dresses,Orange,No,2550,637,Orange,White,Able Sisters,All Year,No,Elegant,Yes
retro dress,dresses,Pink,No,2550,637,Pink,White,Able Sisters,All Year,No,Elegant,Yes
retro dress,dresses,Yellow,No,2550,637,Yellow,White,Able Sisters,All Year,No,Elegant,Yes
retro dress,dresses,Light blue,No,2550,637,Light blue,White,Able Sisters,All Year,Yes,Elegant,Yes
retro sleeveless dress,dresses,Yellow,No,1600,400,Yellow,Yellow,Able Sisters,All Year,No,Elegant,Yes
retro sleeveless dress,dresses,Green,No,1600,400,Green,Green,Able Sisters,All Year,No,Elegant,Yes
retro sleeveless dress,dresses,Red,No,1600,400,Red,Red,Able Sisters,All Year,No,Elegant,Yes
retro sleeveless dress,dresses,Pink,No,1600,400,Pink,Pink,Able Sisters,All Year,No,Elegant,Yes
retro sleeveless dress,dresses,Blue,No,1600,400,Blue,Blue,Able Sisters,All Year,No,Elegant,Yes
ruffled dress,dresses,Purple,No,4240,1060,Purple,Purple,Able Sisters,All Year,Yes,Cute,Yes
ruffled dress,dresses,Black,No,4240,1060,Black,Gray,Able Sisters,All Year,No,Cute,Yes
ruffled dress,dresses,Red,No,4240,1060,Red,Red,Able Sisters,All Year,No,Cute,Yes
rugby uniform,dresses,Red & white,No,1760,440,White,Red,Able Sisters,All Year,No,Active,Yes
rugby uniform,dresses,Blue & white,No,1760,440,White,Blue,Able Sisters,All Year,No,Active,Yes
rugby uniform,dresses,Green & white,No,1760,440,White,Green,Able Sisters,All Year,No,Active,Yes
rugby uniform,dresses,Orange & white,No,1760,440,White,Orange,Able Sisters,All Year,No,Active,Yes
rugby uniform,dresses,Red & black,No,1760,440,Black,Red,Able Sisters,All Year,No,Active,Yes
rugby uniform,dresses,Blue & black,No,1760,440,Black,Blue,Able Sisters,All Year,No,Active,Yes
rugby uniform,dresses,Green & black,No,1760,440,Black,Green,Able Sisters,All Year,No,Active,Yes
rugby uniform,dresses,Orange & black,No,1760,440,Black,Orange,Able Sisters,All Year,No,Active,Yes
rumba costume,dresses,Red,No,2600,650,Red,Yellow,Able Sisters,All Year,No,Elegant,Yes
rumba costume,dresses,Orange,No,2600,650,Orange,Green,Able Sisters,All Year,No,Elegant,Yes
rumba costume,dresses,Pink,No,2600,650,Pink,Light blue,Able Sisters,All Year,No,Elegant,Yes
rumba dress,dresses,Red,No,2600,650,Red,Black,Able Sisters,All Year,No,Elegant,Yes
rumba dress,dresses,Orange,No,2600,650,Orange,Black,Able Sisters,All Year,No,Elegant,Yes
rumba dress,dresses,Pink,No,2600,650,Pink,Black,Able Sisters,All Year,No,Elegant,Yes
sailor-collar dress,dresses,White,No,1920,480,White,Blue,Able Sisters,Summer,Yes,Cute,Yes
sailor-collar dress,dresses,Navy blue,No,1920,480,Blue,White,Able Sisters,Summer,No,Cute,Yes
sailor-collar dress,dresses,Blue,No,1920,480,Light blue,Blue,Able Sisters,Summer,No,Cute,Yes
sailor-collar dress,dresses,Pink,No,1920,480,Pink,Blue,Able Sisters,Summer,No,Cute,Yes
sari,dresses,Garnet,No,2520,630,Red,Red,Able Sisters,All Year,No,Elegant,Yes
sari,dresses,Aquamarine,No,2520,630,Green,Green,Able Sisters,All Year,No,Elegant,Yes
sari,dresses,Topaz,No,2520,630,Orange,Orange,Able Sisters,All Year,No,Elegant,Yes
sari,dresses,Amethyst,No,2520,630,Purple,Yellow,Able Sisters,All Year,No,Elegant,Yes
satin dress,dresses,Green,No,1600,400,Green,Green,Able Sisters,All Year,No,Gorgeous,Yes
satin dress,dresses,Blue,No,1600,400,Blue,Blue,Able Sisters,All Year,No,Gorgeous,Yes
satin dress,dresses,Berry red,No,1600,400,Red,Red,Able Sisters,All Year,No,Gorgeous,Yes
satin dress,dresses,Purple,No,1600,400,Purple,Purple,Able Sisters,All Year,No,Gorgeous,Yes
satin dress,dresses,Pink,No,1600,400,Pink,Pink,Able Sisters,All Year,No,Gorgeous,Yes
school smock,dresses,Blue,No,2000,500,Blue,White,Able Sisters,All Year,No,Simple,Yes
security uniform,dresses,Navy blue,No,2240,560,Blue,Light blue,Able Sisters,All Year,No,Active,Yes
shawl-and-dress combo,dresses,Black,No,2000,500,Black,Gray,Able Sisters,Winter,No,Elegant,Yes
shawl-and-dress combo,dresses,Ochre,No,2000,500,Orange,Green,Able Sisters,Winter,Yes,Elegant,Yes
shawl-and-dress combo,dresses,Green,No,2000,500,Green,Purple,Able Sisters,Winter,No,Elegant,Yes
shawl-and-dress combo,dresses,Red,No,2000,500,Red,Green,Able Sisters,Winter,No,Elegant,Yes
sheep costume,dresses,White,No,1700,425,White,Pink,Able Sisters,All Year,No,Cute,Yes
sheep costume,dresses,Pink,No,1700,425,Pink,Beige,Able Sisters,All Year,No,Cute,Yes
sheep costume,dresses,Light blue,No,1700,425,Light blue,White,Able Sisters,All Year,No,Cute,Yes
sheep costume,dresses,Brown,No,1700,425,Brown,Black,Able Sisters,All Year,No,Cute,Yes
shell dress,dresses,Pink,No,3500,875,Pink,White,Able Sisters,Summer,No,Gorgeous,Yes
shell dress,dresses,Blue,No,3500,875,Blue,White,Able Sisters,Summer,No,Gorgeous,Yes
shell dress,dresses,Yellow,No,3500,875,Yellow,White,Able Sisters,Summer,No,Gorgeous,Yes
shell dress,dresses,Mint,No,3500,875,Green,White,Able Sisters,Summer,No,Gorgeous,Yes
shell dress,dresses,Red,No,3500,875,Red,White,Able Sisters,Summer,No,Gorgeous,Yes
shell dress,dresses,Purple,No,3500,875,Purple,White,Able Sisters,Summer,No,Gorgeous,Yes
shirtdress,dresses,Navy blue,No,1600,400,Blue,Blue,Able Sisters,All Year,No,Simple,Yes
shirtdress,dresses,Beige,No,1600,400,Beige,Beige,Able Sisters,All Year,No,Simple,Yes
shirtdress,dresses,Olive,No,1600,400,Green,Green,Able Sisters,All Year,No,Simple,Yes
shorts outfit,dresses,Brown,No,1680,420,Brown,Brown,Able Sisters,Summer,No,Elegant,Yes
shorts outfit,dresses,Light blue,No,1680,420,Light blue,Light blue,Able Sisters,Summer,No,Elegant,Yes
shorts outfit,dresses,Blue,No,1680,420,Blue,Blue,Able Sisters,Summer,No,Elegant,Yes
shorts outfit,dresses,Pink,No,1680,420,Pink,Pink,Able Sisters,Summer,No,Elegant,Yes
shorts outfit,dresses,Black,No,1680,420,Black,Black,Able Sisters,Summer,No,Elegant,Yes
simple checkered dress,dresses,Pink,No,1200,300,Pink,Pink,Able Sisters,Summer,No,Simple,Yes
simple checkered dress,dresses,Green,No,1200,300,Green,Green,Able Sisters,Summer,No,Simple,Yes
simple checkered dress,dresses,Beige,No,1200,300,Beige,Beige,Able Sisters,Summer,No,Simple,Yes
simple visiting kimono,dresses,Pale green,No,2480,620,Green,Pink,Able Sisters,All Year,No,Elegant,Yes
simple visiting kimono,dresses,Wisteria,No,2480,620,Purple,Light blue,Able Sisters,All Year,No,Elegant,Yes
simple visiting kimono,dresses,Pink,No,2480,620,Pink,Yellow,Able Sisters,All Year,No,Elegant,Yes
simple visiting kimono,dresses,Indigo blue,No,2480,620,Blue,Pink,Able Sisters,All Year,No,Elegant,Yes
simple visiting kimono,dresses,Orange,No,2480,620,Orange,Green,Able Sisters,All Year,No,Elegant,Yes
simple visiting kimono,dresses,Aqua,No,2480,620,Light blue,Beige,Able Sisters,All Year,No,Elegant,Yes
simple visiting kimono,dresses,Yellow,No,2480,620,Yellow,Pink,Able Sisters,All Year,No,Elegant,Yes
simple visiting kimono,dresses,Gray,No,2480,620,Gray,Green,Able Sisters,All Year,No,Elegant,Yes
simple-dots dress,dresses,Red,No,1200,300,Red,White,Able Sisters,Summer,No,Simple,Yes
simple-dots dress,dresses,Yellow,No,1200,300,Yellow,White,Able Sisters,Summer,No,Simple,Yes
simple-dots dress,dresses,Light blue,No,1200,300,Light blue,White,Able Sisters,Summer,No,Simple,Yes
simple-dots dress,dresses,Green,No,1200,300,Green,White,Able Sisters,Summer,No,Simple,Yes
simple-dots dress,dresses,Black,No,1200,300,Black,White,Able Sisters,Summer,No,Simple,Yes
skirt with suspenders,dresses,Red,No,1600,400,Red,White,Able Sisters,All Year,No,Cute,Yes
skirt with suspenders,dresses,Orange,No,1600,400,Orange,White,Able Sisters,All Year,No,Cute,Yes
skirt with suspenders,dresses,Pink,No,1600,400,Pink,White,Able Sisters,All Year,No,Cute,Yes
skirt with suspenders,dresses,Blue,No,1600,400,Blue,White,Able Sisters,All Year,No,Cute,Yes
skirt with suspenders,dresses,Gray,No,1600,400,Gray,White,Able Sisters,All Year,No,Cute,Yes
sky-egg outfit,dresses,,Yes,NFS,1200,Light blue,Red,Crafting,All Year,No,Active,Yes
sleeveless shirtdress,dresses,Blue,No,1600,400,Blue,Blue,Able Sisters,Summer,No,Simple,Yes
sleeveless shirtdress,dresses,White,No,1600,400,White,Gray,Able Sisters,Summer,No,Simple,Yes
sleeveless shirtdress,dresses,Pink,No,1600,400,Pink,Pink,Able Sisters,Summer,No,Simple,Yes
sleeveless shirtdress,dresses,Lime,No,1600,400,Green,Green,Able Sisters,Summer,No,Simple,Yes
sleeveless silk dress,dresses,Red,No,2520,630,Red,Yellow,Able Sisters,All Year,No,Elegant,Yes
sleeveless silk dress,dresses,Green,No,2520,630,Green,Yellow,Able Sisters,All Year,No,Elegant,Yes
sleeveless silk dress,dresses,Navy blue,No,2520,630,Blue,Yellow,Able Sisters,All Year,No,Elegant,Yes
sleeveless silk dress,dresses,White,No,2520,630,White,Yellow,Able Sisters,All Year,No,Elegant,Yes
sleeveless silk dress,dresses,Pink,No,2520,630,Pink,Yellow,Able Sisters,All Year,No,Elegant,Yes
sleeveless silk dress,dresses,Light blue,No,2520,630,Light blue,Yellow,Able Sisters,All Year,No,Elegant,Yes
sleeveless silk dress,dresses,Yellow,No,2520,630,Yellow,Yellow,Able Sisters,All Year,No,Elegant,Yes
sleeveless sweater dress,dresses,Gray,No,1600,400,Gray,Gray,Able Sisters,All Year,No,Active,Yes
sleeveless sweater dress,dresses,Black,No,1600,400,Black,Black,Able Sisters,All Year,No,Active,Yes
sleeveless sweater dress,dresses,White,No,1600,400,White,White,Able Sisters,All Year,No,Active,Yes
sleeveless sweater dress,dresses,Purple,No,1600,400,Purple,Purple,Able Sisters,All Year,No,Active,Yes
sleeveless sweater dress,dresses,Light blue,No,1600,400,Light blue,Light blue,Able Sisters,All Year,No,Active,Yes
sleeveless sweater dress,dresses,Lime,No,1600,400,Green,Green,Able Sisters,All Year,No,Active,Yes
space suit,dresses,White,No,5000,1250,White,Red,Able Sisters,All Year,No,Cool,Yes
sprite costume,dresses,Green,No,2500,625,Green,Brown,Able Sisters,All Year,No,Cute,Yes
sprite costume,dresses,Red,No,2500,625,Red,Brown,Able Sisters,All Year,No,Cute,Yes
sprite costume,dresses,Brown,No,2500,625,Brown,Brown,Able Sisters,All Year,No,Cute,Yes
sprite costume,dresses,Blue,No,2500,625,Blue,Brown,Able Sisters,All Year,No,Cute,Yes
sprite costume,dresses,Yellow,No,2500,625,Yellow,Brown,Able Sisters,All Year,No,Cute,Yes
sprite costume,dresses,Pink,No,2500,625,Pink,Brown,Able Sisters,All Year,No,Cute,Yes
sprite costume,dresses,Mint,No,2500,625,Light blue,Brown,Able Sisters,All Year,No,Cute,Yes
star costume,dresses,White,No,2800,700,White,Red,Able Sisters,All Year,No,Gorgeous,Yes
star costume,dresses,Black,No,2800,700,Black,Purple,Able Sisters,All Year,No,Gorgeous,Yes
star costume,dresses,Red,No,2800,700,Red,Yellow,Able Sisters,All Year,No,Gorgeous,Yes
star costume,dresses,Navy blue,No,2800,700,Blue,Orange,Able Sisters,All Year,No,Gorgeous,Yes
star costume,dresses,Yellow,No,2800,700,Yellow,Blue,Able Sisters,All Year,No,Gorgeous,Yes
steampunk costume,dresses,Red,No,2240,560,Brown,Red,Able Sisters,All Year,No,Cool,Yes
steampunk costume,dresses,Purple,No,2240,560,Brown,Purple,Able Sisters,All Year,No,Cool,Yes
stellar jumpsuit,dresses,Green,No,1600,400,Green,Orange,Able Sisters,All Year,No,Active,Yes
stellar jumpsuit,dresses,Blue,No,1600,400,Blue,Purple,Able Sisters,All Year,No,Active,Yes
stellar jumpsuit,dresses,Dark red,No,1600,400,Black,Red,Able Sisters,All Year,No,Active,Yes
stellar jumpsuit,dresses,Purple,No,1600,400,Purple,Pink,Able Sisters,All Year,No,Active,Yes
stellar jumpsuit,dresses,Red,No,1600,400,Red,Blue,Able Sisters,All Year,No,Active,Yes
stone-egg outfit,dresses,,Yes,NFS,1200,Yellow,Orange,Crafting,All Year,No,Active,Yes
strawberry dress,dresses,Red,No,1800,450,Pink,Green,Able Sisters,All Year,No,Cute,Yes
striped dress,dresses,Black,No,1600,400,Black,White,Able Sisters,All Year,No,Simple,Yes
striped dress,dresses,Orange,No,1600,400,Orange,White,Able Sisters,All Year,No,Simple,Yes
striped dress,dresses,Blue,No,1600,400,Blue,White,Able Sisters,All Year,No,Simple,Yes
striped dress,dresses,Yellow,No,1600,400,Yellow,White,Able Sisters,All Year,No,Simple,Yes
striped dress,dresses,Red,No,1600,400,Red,White,Able Sisters,All Year,No,Simple,Yes
striped dress,dresses,Gray,No,1600,400,Gray,White,Able Sisters,All Year,No,Simple,Yes
striped dress,dresses,Green,No,1600,400,Green,White,Able Sisters,All Year,No,Simple,Yes
striped dress,dresses,Pink,No,1600,400,Pink,White,Able Sisters,All Year,No,Simple,Yes
striped halter dress,dresses,Pink,No,1500,375,Pink,White,Able Sisters,Summer,No,Elegant,Yes
striped halter dress,dresses,Green,No,1500,375,Green,White,Able Sisters,Summer,No,Elegant,Yes
striped halter dress,dresses,Orange,No,1500,375,Orange,White,Able Sisters,Summer,No,Elegant,Yes
striped halter dress,dresses,Light blue,No,1500,375,Light blue,White,Able Sisters,Summer,Yes,Elegant,Yes
striped maxi dress,dresses,Red,No,1400,350,Red,Light blue,Able Sisters,Summer,No,Elegant,Yes
striped maxi dress,dresses,Blue,No,1400,350,Blue,Purple,Able Sisters,Summer,No,Elegant,Yes
striped maxi dress,dresses,Green,No,1400,350,Green,Pink,Able Sisters,Summer,No,Elegant,Yes
striped maxi dress,dresses,Orange,No,1400,350,Orange,Light blue,Able Sisters,Summer,No,Elegant,Yes
stylish jumpsuit,dresses,Black,No,2100,525,Black,White,Able Sisters,All Year,No,Elegant,Yes
stylish jumpsuit,dresses,Gray,No,2100,525,Gray,White,Able Sisters,All Year,No,Elegant,Yes
stylish jumpsuit,dresses,Beige,No,2100,525,Beige,White,Able Sisters,All Year,No,Elegant,Yes
stylish jumpsuit,dresses,Avocado,No,2100,525,Green,White,Able Sisters,All Year,No,Elegant,Yes
stylish jumpsuit,dresses,Pink,No,2100,525,Pink,White,Able Sisters,All Year,No,Elegant,Yes
suit of lights,dresses,Black,No,2520,630,Black,Yellow,Able Sisters,All Year,No,Active,Yes
suit of lights,dresses,Red,No,2520,630,Red,Yellow,Able Sisters,All Year,No,Active,Yes
suit of lights,dresses,Blue,No,2520,630,Blue,Yellow,Able Sisters,All Year,No,Active,Yes
suit of lights,dresses,Green,No,2520,630,Green,Yellow,Able Sisters,All Year,No,Active,Yes
suit of lights,dresses,Pink,No,2520,630,Pink,Yellow,Able Sisters,All Year,No,Active,Yes
suit with stand-up collar,dresses,Black,No,1800,450,Black,Black,Able Sisters,All Year,No,Cool,Yes
suit with stand-up collar,dresses,Avocado,No,1800,450,Green,Green,Able Sisters,All Year,No,Cool,Yes
suit with stand-up collar,dresses,White,No,1800,450,White,White,Able Sisters,All Year,No,Cool,Yes
suit with stand-up collar,dresses,Beige,No,1800,450,Beige,Beige,Able Sisters,All Year,No,Cool,Yes
sunflower dress,dresses,White,No,1500,375,White,Yellow,Able Sisters,Summer,No,Cute,Yes
sunflower dress,dresses,Orange,No,1500,375,Orange,Yellow,Able Sisters,Summer,No,Cute,Yes
sunflower dress,dresses,Navy blue,No,1500,375,Blue,Yellow,Able Sisters,Summer,No,Cute,Yes
superhero uniform,dresses,Blue,No,3640,910,Blue,Red,Able Sisters,All Year,No,Active,Yes
superhero uniform,dresses,Red,No,3640,910,Red,Black,Able Sisters,All Year,No,Active,Yes
superhero uniform,dresses,Black,No,3640,910,Gray,Black,Able Sisters,All Year,No,Active,Yes
superhero uniform,dresses,Green,No,3640,910,Green,Red,Able Sisters,All Year,No,Active,Yes
suspender outfit,dresses,Blue,No,1900,475,Blue,Beige,Able Sisters,All Year,No,Elegant,Yes
suspender outfit,dresses,Gray,No,1900,475,Light blue,Blue,Able Sisters,All Year,No,Elegant,Yes
suspender outfit,dresses,Pink,No,1900,475,Pink,Gray,Able Sisters,All Year,No,Elegant,Yes
suspender outfit,dresses,Black,No,1900,475,Black,White,Able Sisters,All Year,No,Elegant,Yes
suspender outfit,dresses,Light green,No,1900,475,Green,Beige,Able Sisters,All Year,Yes,Elegant,Yes
