Category,DIY,Sell,Color 1,Color 2,Source,Seasonal Availability,Mannequin Piece,Style,Villager Equippable
shoes,No,325,Black,Black,Able Sisters,All Year,Yes,Simple,No
shoes,No,325,Brown,Brown,Able Sisters,All Year,Yes,Simple,No
shoes,No,300,Blue,Gray,Kicks,All Year,No,Active,No
shoes,No,300,Light blue,Gray,Kicks,All Year,No,Active,No
shoes,No,300,Red,Gray,Kicks,All Year,No,Active,No
shoes,No,300,Yellow,Gray,Kicks,All Year,No,Active,No
shoes,No,300,Black,Gray,Kicks,All Year,No,Active,No
shoes,No,300,Orange,Gray,Kicks,All Year,No,Active,No
shoes,No,300,Green,Gray,Kicks,All Year,No,Active,No
shoes,No,300,Purple,Gray,Kicks,All Year,No,Active,No
shoes,No,260,Brown,Beige,Able Sisters,Summer,No,Simple,No
shoes,No,260,White,Beige,Able Sisters,Summer,Yes,Simple,No
shoes,No,260,Green,Beige,Able Sisters,Summer,No,Simple,No
shoes,No,260,Blue,Beige,Able Sisters,Summer,No,Simple,No
shoes,No,260,Red,Beige,Able Sisters,Summer,No,Simple,No
shoes,No,260,Orange,Beige,Able Sisters,Summer,No,Simple,No
shoes,No,260,Yellow,Beige,Able Sisters,Summer,No,Simple,No
shoes,No,260,Purple,Beige,Able Sisters,Summer,No,Simple,No
shoes,No,595,Brown,Brown,Able Sisters,All Year,Yes,Elegant,No
shoes,No,595,Black,Brown,Able Sisters,All Year,Yes,Elegant,No
shoes,No,595,White,Brown,Able Sisters,All Year,No,Elegant,No
shoes,No,595,Pink,Brown,Able Sisters,All Year,No,Elegant,No
shoes,No,595,Light blue,Brown,Able Sisters,All Year,No,Elegant,No
shoes,No,260,Green,Green,Able Sisters,Summer,No,Elegant,No
shoes,No,260,Pink,Pink,Able Sisters,Summer,No,Elegant,No
shoes,No,260,Gray,Gray,Able Sisters,Summer,Yes,Elegant,No
shoes,No,260,Brown,Brown,Able Sisters,Summer,No,Elegant,No
shoes,No,260,Black,Black,Able Sisters,Summer,No,Elegant,No
shoes,No,260,Purple,Purple,Able Sisters,Summer,No,Elegant,No
shoes,No,315,Light blue,Pink,Able Sisters,All Year,Yes,Cute,No
shoes,No,315,Green,Yellow,Able Sisters,All Year,Yes,Cute,No
shoes,No,315,Pink,Purple,Able Sisters,All Year,Yes,Cute,No
shoes,No,315,Yellow,Green,Able Sisters,All Year,No,Cute,No
shoes,No,315,Purple,Green,Able Sisters,All Year,No,Cute,No
shoes,No,315,Blue,Pink,Able Sisters,All Year,No,Cute,No
shoes,Yes,800,Red,Yellow,Crafting,All Year,No,Active,No
shoes,No,525,Red,Pink,Kicks,All Year,No,Elegant,No
shoes,No,525,White,Pink,Kicks,All Year,No,Elegant,No
shoes,No,525,Black,Pink,Kicks,All Year,No,Elegant,No
shoes,No,525,Light blue,Pink,Kicks,All Year,No,Elegant,No
shoes,No,362,Green,White,Able Sisters,Winter,No,Elegant,No
shoes,No,362,Beige,White,Able Sisters,Winter,Yes,Elegant,No
shoes,No,362,Red,Beige,Able Sisters,Winter,Yes,Elegant,No
shoes,No,362,Blue,Gray,Able Sisters,Winter,No,Elegant,No
shoes,No,400,Beige,White,Able Sisters,Winter,No,Cute,No
shoes,No,400,Pink,White,Able Sisters,Winter,Yes,Cute,No
shoes,No,400,Green,White,Able Sisters,Winter,Yes,Cute,No
shoes,No,400,Black,White,Able Sisters,Winter,No,Cute,No
shoes,No,400,Gray,White,Able Sisters,Winter,Yes,Cute,No
shoes,No,270,Green,White,Able Sisters,All Year,Yes,Simple,No
shoes,No,270,Blue,White,Able Sisters,All Year,Yes,Simple,No
shoes,No,270,Beige,White,Able Sisters,All Year,Yes,Simple,No
shoes,No,270,Orange,White,Able Sisters,All Year,No,Simple,No
shoes,No,270,Pink,White,Able Sisters,All Year,No,Simple,No
shoes,No,270,Light blue,White,Able Sisters,All Year,No,Simple,No
shoes,No,270,Purple,White,Able Sisters,All Year,No,Simple,No
shoes,No,270,Red,White,Able Sisters,All Year,Yes,Simple,No
shoes,No,87,Blue,Light blue,Able Sisters,Summer,No,Active,No
shoes,No,87,Green,Orange,Able Sisters,Summer,No,Active,No
shoes,No,87,Yellow,Green,Able Sisters,Summer,No,Active,No
shoes,No,87,White,Pink,Able Sisters,Summer,No,Active,No
shoes,No,87,Orange,Blue,Able Sisters,Summer,No,Active,No
shoes,No,87,Light blue,Orange,Able Sisters,Summer,No,Active,No
shoes,No,87,Pink,Gray,Able Sisters,Summer,Yes,Active,No
shoes,No,87,Red,Yellow,Able Sisters,Summer,No,Active,No
shoes,No,300,Yellow,White,Able Sisters,Summer,No,Cute,No
shoes,No,300,Red,Pink,Able Sisters,Summer,No,Cute,No
shoes,No,300,Green,Green,Able Sisters,Summer,No,Cute,No
shoes,No,300,Purple,Purple,Able Sisters,Summer,No,Cute,No
shoes,No,300,Blue,Light blue,Able Sisters,Summer,No,Cute,No
shoes,No,300,Black,Gray,Able Sisters,Summer,No,Cute,No
shoes,No,300,White,Gray,Able Sisters,Summer,Yes,Cute,No
shoes,No,585,Brown,Brown,Kicks,All Year,No,Gorgeous,No
shoes,No,585,Black,Black,Kicks,All Year,No,Gorgeous,No
shoes,No,585,White,White,Kicks,All Year,No,Gorgeous,No
shoes,No,450,Brown,Brown,Able Sisters,Summer,Yes,Elegant,No
shoes,No,450,Black,Black,Able Sisters,Summer,No,Elegant,No
shoes,No,450,Red,Red,Able Sisters,Summer,No,Elegant,No
shoes,No,315,Orange,Yellow,Able Sisters,All Year,No,Cool,No
shoes,No,315,Pink,Green,Able Sisters,All Year,Yes,Cool,No
shoes,No,315,Green,Light blue,Able Sisters,All Year,No,Cool,No
shoes,No,315,Light blue,Purple,Able Sisters,All Year,Yes,Cool,No
shoes,No,315,Blue,Red,Able Sisters,All Year,Yes,Cool,No
shoes,No,270,Gray,Black,Able Sisters,All Year,No,Simple,No
shoes,No,270,Brown,Black,Able Sisters,All Year,No,Simple,No
shoes,No,270,Green,Black,Able Sisters,All Year,No,Simple,No
shoes,No,270,Blue,Black,Able Sisters,All Year,No,Simple,No
shoes,No,270,Purple,Black,Able Sisters,All Year,Yes,Simple,No
shoes,No,270,Red,Black,Able Sisters,All Year,Yes,Simple,No
shoes,No,270,Yellow,Black,Able Sisters,All Year,No,Simple,No
shoes,No,270,White,Black,Able Sisters,All Year,Yes,Simple,No
shoes,No,122,Gray,White,Able Sisters,All Year,No,Simple,No
shoes,No,122,Blue,White,Able Sisters,All Year,No,Simple,No
shoes,No,122,Pink,White,Able Sisters,All Year,Yes,Simple,No
shoes,No,122,Yellow,White,Able Sisters,All Year,No,Simple,No
shoes,No,122,Green,White,Able Sisters,All Year,No,Simple,No
shoes,No,122,Light blue,White,Able Sisters,All Year,No,Simple,No
shoes,No,122,Red,White,Able Sisters,All Year,No,Simple,No
shoes,No,122,Beige,White,Able Sisters,All Year,No,Simple,No
shoes,No,475,Purple,Red,Kicks,All Year,No,Active,No
shoes,No,475,Black,Red,Kicks,All Year,No,Active,No
shoes,No,475,Red,Blue,Kicks,All Year,No,Active,No
shoes,No,475,Green,Yellow,Kicks,All Year,No,Active,No
shoes,No,175,Red,Yellow,Kicks,All Year,No,Active,No
shoes,No,175,Blue,Red,Kicks,All Year,No,Active,No
shoes,No,175,Green,Blue,Kicks,All Year,No,Active,No
shoes,No,175,Purple,Orange,Kicks,All Year,No,Active,No
shoes,No,175,Gray,Blue,Kicks,All Year,No,Active,No
shoes,No,175,Black,Red,Kicks,All Year,No,Active,No
shoes,No,400,Black,Beige,Kicks,All Year,No,Simple,No
shoes,No,400,Red,Beige,Kicks,All Year,No,Simple,No
shoes,No,400,Pink,Beige,Kicks,All Year,No,Simple,No
shoes,No,400,Blue,Beige,Kicks,All Year,No,Simple,No
shoes,No,400,Gray,Beige,Kicks,All Year,No,Simple,No
shoes,No,400,Purple,Beige,Kicks,All Year,No,Simple,No
shoes,No,400,Yellow,Beige,Kicks,All Year,No,Simple,No
shoes,No,400,Green,Beige,Kicks,All Year,No,Simple,No
shoes,No,315,Black,White,Kicks,All Year,No,Active,No
shoes,No,825,Purple,Black,Labelle,All Year,No,Cool,No
shoes,No,825,Black,White,Labelle,All Year,No,Cool,No
shoes,No,825,Red,Black,Labelle,All Year,No,Cool,No
shoes,No,825,Blue,Black,Labelle,All Year,No,Cool,No
shoes,No,825,Yellow,Black,Labelle,All Year,No,Cool,No
shoes,No,825,Pink,Black,Labelle,All Year,No,Cool,No
shoes,No,480,Black,Black,Able Sisters,All Year,Yes,Cool,No
shoes,No,480,White,White,Able Sisters,All Year,No,Cool,No
shoes,No,480,Brown,Brown,Able Sisters,All Year,Yes,Cool,No
shoes,No,480,Red,Brown,Able Sisters,All Year,No,Cool,No
shoes,Yes,800,Yellow,Orange,Crafting,All Year,No,Active,No
shoes,No,390,Beige,Brown,Able Sisters,All Year,No,Elegant,No
shoes,No,390,Gray,Black,Able Sisters,All Year,Yes,Elegant,No
shoes,No,390,Blue,Blue,Able Sisters,All Year,No,Elegant,No
shoes,No,390,Green,Green,Able Sisters,All Year,No,Elegant,No
shoes,No,390,Purple,Purple,Able Sisters,All Year,No,Elegant,No
shoes,No,390,Pink,Pink,Able Sisters,All Year,No,Elegant,No
shoes,No,325,Brown,Brown,Able Sisters,All Year,Yes,Simple,No
shoes,No,325,Black,Black,Able Sisters,All Year,No,Simple,No
shoes,No,325,White,Brown,Able Sisters,All Year,No,Simple,No
shoes,No,325,Pink,Black,Able Sisters,All Year,No,Simple,No
shoes,No,325,Blue,Black,Able Sisters,All Year,No,Simple,No
shoes,No,325,Yellow,Black,Able Sisters,All Year,No,Simple,No
shoes,No,325,Red,Black,Able Sisters,All Year,No,Simple,No
shoes,No,387,Black,Purple,Kicks,All Year,No,Cool,No
shoes,No,387,Blue,Light blue,Kicks,All Year,No,Cool,No
shoes,No,387,White,White,Kicks,All Year,No,Cool,No
shoes,No,387,Red,Red,Kicks,All Year,No,Cool,No
shoes,No,450,Black,Black,Able Sisters,All Year,Yes,Cute,No
shoes,No,450,Red,Red,Able Sisters,All Year,No,Cute,No
shoes,No,450,White,White,Able Sisters,All Year,No,Cute,No
shoes,No,450,Light blue,Light blue,Able Sisters,All Year,No,Cute,No
shoes,No,450,Yellow,Yellow,Able Sisters,All Year,No,Cute,No
shoes,No,450,Blue,Blue,Able Sisters,All Year,Yes,Cute,No
shoes,No,450,Green,Green,Able Sisters,All Year,Yes,Cute,No
shoes,No,450,Pink,Pink,Able Sisters,All Year,Yes,Cute,No
shoes,No,280,Yellow,Beige,Able Sisters,Winter,No,Simple,No
shoes,No,280,Green,Beige,Able Sisters,Winter,No,Simple,No
shoes,No,280,Beige,Beige,Able Sisters,Winter,No,Simple,No
shoes,No,280,Pink,Beige,Able Sisters,Winter,No,Simple,No
shoes,No,280,Black,Beige,Able Sisters,Winter,Yes,Simple,No
shoes,No,280,Light blue,Beige,Able Sisters,Winter,No,Simple,No
shoes,No,280,Brown,Beige,Able Sisters,Winter,Yes,Simple,No
shoes,No,270,Yellow,Brown,Able Sisters,All Year,Yes,Elegant,No
shoes,No,270,Red,Black,Able Sisters,All Year,No,Elegant,No
shoes,No,270,Light blue,Brown,Able Sisters,All Year,No,Elegant,No
shoes,No,270,White,Black,Able Sisters,All Year,No,Elegant,No
shoes,No,270,Pink,Brown,Able Sisters,All Year,No,Elegant,No
shoes,No,270,Gray,Black,Able Sisters,All Year,Yes,Elegant,No
shoes,No,270,Black,Black,Able Sisters,All Year,Yes,Elegant,No
shoes,No,157,Green,Black,Able Sisters,Summer,No,Active,No
shoes,No,157,Red,Black,Able Sisters,Summer,No,Active,No
shoes,No,157,Blue,Black,Able Sisters,Summer,No,Active,No
shoes,No,157,Purple,Black,Able Sisters,Summer,No,Active,No
shoes,No,157,Yellow,Black,Able Sisters,Summer,No,Active,No
shoes,No,157,Orange,Black,Able Sisters,Summer,No,Active,No
shoes,No,157,White,Black,Able Sisters,Summer,No,Active,No
shoes,No,157,Black,Black,Able Sisters,Summer,Yes,Active,No
shoes,No,315,Pink,Pink,Kicks,All Year,No,Cute,No
shoes,No,315,Brown,Brown,Kicks,All Year,No,Cute,No
shoes,No,315,White,White,Kicks,All Year,No,Cute,No
shoes,No,315,Light blue,Light blue,Kicks,All Year,No,Cute,No
shoes,No,315,Black,Black,Kicks,All Year,No,Cute,No
shoes,No,320,Brown,Brown,Able Sisters,All Year,Yes,Elegant,No
shoes,No,320,Black,Black,Able Sisters,All Year,Yes,Elegant,No
shoes,No,320,Green,Green,Able Sisters,All Year,No,Elegant,No
shoes,No,320,Yellow,Yellow,Able Sisters,All Year,No,Elegant,No
shoes,No,175,White,White,Able Sisters,All Year,Yes,Simple,No
shoes,No,175,Black,Black,Able Sisters,All Year,Yes,Simple,No
shoes,No,175,Red,White,Able Sisters,All Year,No,Simple,No
shoes,No,175,Green,White,Able Sisters,All Year,No,Simple,No
shoes,No,175,Blue,White,Able Sisters,All Year,No,Simple,No
shoes,No,175,Yellow,White,Able Sisters,All Year,No,Simple,No
shoes,No,175,Light blue,White,Able Sisters,All Year,No,Simple,No
shoes,No,175,Orange,White,Able Sisters,All Year,No,Simple,No
shoes,No,400,Pink,White,Able Sisters,Winter,No,Cute,No
shoes,No,400,Red,White,Able Sisters,Winter,No,Cute,No
shoes,No,400,Yellow,White,Able Sisters,Winter,No,Cute,No
shoes,No,400,Purple,White,Able Sisters,Winter,No,Cute,No
shoes,No,400,Green,White,Able Sisters,Winter,No,Cute,No
shoes,No,400,Blue,White,Able Sisters,Winter,No,Cute,No
shoes,No,400,Gray,Black,Able Sisters,Winter,No,Cute,No
shoes,No,787,Red,Gray,Kicks,All Year,No,Active,No
shoes,No,787,Blue,Green,Kicks,All Year,No,Active,No
shoes,No,787,Green,Purple,Kicks,All Year,No,Active,No
shoes,No,787,Black,Red,Kicks,All Year,No,Active,No
shoes,No,122,Yellow,Yellow,Able Sisters,All Year,No,Simple,No
shoes,No,122,Green,Green,Able Sisters,All Year,Yes,Simple,No
shoes,No,122,Blue,Blue,Able Sisters,All Year,No,Simple,No
shoes,No,122,Purple,Purple,Able Sisters,All Year,No,Simple,No
shoes,No,122,Pink,Pink,Able Sisters,All Year,No,Simple,No
shoes,No,122,Red,Red,Able Sisters,All Year,No,Simple,No
shoes,No,122,Beige,Beige,Able Sisters,All Year,No,Simple,No
shoes,No,122,Black,Black,Able Sisters,All Year,No,Simple,No
shoes,Yes,40,Brown,Gray,Crafting,All Year,No,Simple,No
shoes,No,87,Blue,Blue,Kicks,All Year,No,Simple,No
shoes,No,87,Red,Red,Kicks,All Year,No,Simple,No
shoes,No,87,Green,Green,Kicks,All Year,No,Simple,No
shoes,No,87,Light blue,Light blue,Kicks,All Year,No,Simple,No
shoes,No,87,Pink,Pink,Kicks,All Year,No,Simple,No
shoes,No,325,Blue,Beige,Able Sisters,Summer,Yes,Cute,No
shoes,No,325,White,Beige,Able Sisters,Summer,No,Cute,No
shoes,No,325,Pink,Beige,Able Sisters,Summer,No,Cute,No
shoes,No,325,Yellow,Beige,Able Sisters,Summer,Yes,Cute,No
shoes,No,325,Green,Beige,Able Sisters,Summer,No,Cute,No
shoes,No,325,Red,Beige,Able Sisters,Summer,No,Cute,No
shoes,No,325,Black,Beige,Able Sisters,Summer,No,Cute,No
shoes,No,325,Gray,Beige,Able Sisters,Summer,No,Cute,No
shoes,No,315,Blue,White,Able Sisters,All Year,No,Simple,No
shoes,No,315,Green,White,Able Sisters,All Year,No,Simple,No
shoes,No,315,Beige,White,Able Sisters,All Year,Yes,Simple,No
shoes,No,315,Pink,White,Able Sisters,All Year,No,Simple,No
shoes,No,315,Red,White,Able Sisters,All Year,No,Simple,No
shoes,No,315,Orange,White,Able Sisters,All Year,No,Simple,No
shoes,No,315,White,White,Able Sisters,All Year,No,Simple,No
shoes,No,315,Black,Black,Able Sisters,All Year,Yes,Simple,No
shoes,No,270,Purple,White,Able Sisters,All Year,No,Simple,No
shoes,No,270,Green,White,Able Sisters,All Year,No,Simple,No
shoes,No,270,Yellow,White,Able Sisters,All Year,No,Simple,No
shoes,No,270,Light blue,White,Able Sisters,All Year,No,Simple,No
shoes,No,270,Red,White,Able Sisters,All Year,No,Simple,No
shoes,No,270,Pink,White,Able Sisters,All Year,No,Simple,No
shoes,No,270,Blue,White,Able Sisters,All Year,No,Simple,No
shoes,No,270,Black,White,Able Sisters,All Year,Yes,Simple,No
shoes,No,600,Pink,Pink,Kicks,All Year,No,Cute,No
shoes,No,600,Black,Black,Kicks,All Year,No,Cute,No
shoes,No,600,Red,Red,Kicks,All Year,No,Cute,No
shoes,No,600,Purple,Purple,Kicks,All Year,No,Cute,No
shoes,No,600,Blue,Blue,Kicks,All Year,No,Cute,No
shoes,No,600,White,White,Kicks,All Year,No,Cute,No
shoes,No,600,Purple,Purple,Kicks,All Year,No,Cute,No
shoes,No,87,Black,White,Able Sisters,All Year,Yes,Active,No
shoes,No,87,White,Gray,Able Sisters,All Year,No,Active,No
shoes,No,87,Yellow,White,Able Sisters,All Year,No,Active,No
shoes,No,87,Red,White,Able Sisters,All Year,No,Active,No
shoes,No,87,Blue,White,Able Sisters,All Year,Yes,Active,No
shoes,No,450,White,Blue,Kicks,Winter,No,Active,No
shoes,No,450,Orange,Black,Kicks,Winter,No,Active,No
shoes,No,450,Red,Black,Kicks,Winter,No,Active,No
shoes,No,450,Yellow,Green,Kicks,Winter,No,Active,No
shoes,No,450,Light blue,Yellow,Kicks,Winter,No,Active,No
shoes,No,450,Blue,Pink,Kicks,Winter,No,Active,No
shoes,Yes,800,Green,Green,Crafting,All Year,No,Active,No
shoes,No,122,Yellow,White,Able Sisters,All Year,Yes,Simple,No
shoes,No,122,Red,White,Able Sisters,All Year,No,Simple,No
shoes,No,122,Blue,White,Able Sisters,All Year,No,Simple,No
shoes,No,122,Green,White,Able Sisters,All Year,Yes,Simple,No
shoes,No,122,Black,White,Able Sisters,All Year,Yes,Simple,No
shoes,No,122,Light blue,White,Able Sisters,All Year,No,Simple,No
shoes,No,122,White,White,Able Sisters,All Year,No,Simple,No
shoes,No,122,Beige,White,Able Sisters,All Year,No,Simple,No
shoes,No,140,Light blue,Light blue,Able Sisters,All Year,No,Active,No
shoes,No,140,Yellow,Yellow,Able Sisters,All Year,No,Active,No
shoes,No,140,Black,Black,Able Sisters,All Year,No,Active,No
shoes,No,140,Pink,Pink,Able Sisters,All Year,No,Active,No
shoes,No,140,Blue,Blue,Able Sisters,All Year,No,Active,No
shoes,No,140,Red,Red,Able Sisters,All Year,No,Active,No
shoes,No,140,Orange,Orange,Able Sisters,All Year,No,Active,No
shoes,No,140,Purple,Purple,Able Sisters,All Year,No,Active,No
shoes,No,87,Red,White,Kicks,All Year,No,Simple,No
shoes,No,87,Blue,White,Kicks,All Year,No,Simple,No
shoes,No,87,Green,White,Kicks,All Year,No,Simple,No
shoes,No,87,Yellow,White,Kicks,All Year,No,Simple,No
shoes,No,87,Pink,White,Kicks,All Year,No,Simple,No
shoes,No,87,Gray,Gray,Kicks,All Year,No,Simple,No
shoes,No,87,Black,Black,Kicks,All Year,No,Simple,No
shoes,No,87,White,White,Kicks,All Year,No,Simple,No
shoes,No,87,Pink,Pink,Kicks,All Year,No,Simple,No
shoes,No,87,Green,Green,Kicks,All Year,No,Simple,No
shoes,No,87,Light blue,Light blue,Kicks,All Year,No,Simple,No
shoes,No,87,Red,Red,Kicks,All Year,No,Simple,No
shoes,No,87,Yellow,Yellow,Kicks,All Year,No,Simple,No
shoes,No,325,Red,Black,Able Sisters,All Year,No,Active,No
shoes,No,325,Green,Black,Able Sisters,All Year,No,Active,No
shoes,No,325,Blue,Black,Able Sisters,All Year,No,Active,No
shoes,No,325,Purple,Black,Able Sisters,All Year,No,Active,No
shoes,No,325,Green,Black,Able Sisters,All Year,Yes,Active,No
shoes,No,325,Pink,Black,Able Sisters,All Year,No,Active,No
shoes,No,325,Beige,Black,Able Sisters,All Year,No,Active,No
shoes,No,325,Light blue,Black,Able Sisters,All Year,No,Active,No
shoes,No,660,Brown,Brown,Able Sisters,All Year,Yes,Cool,No
shoes,No,660,Beige,Brown,Able Sisters,All Year,No,Cool,No
shoes,No,660,Green,Brown,Able Sisters,All Year,No,Cool,No
shoes,No,660,Black,Gray,Able Sisters,All Year,No,Cool,No
shoes,No,660,Red,Brown,Able Sisters,All Year,Yes,Cool,No
shoes,No,660,Gray,Brown,Able Sisters,All Year,No,Cool,No
shoes,Yes,800,Orange,Brown,Crafting,All Year,No,Active,No
shoes,No,390,Red,Red,Able Sisters,All Year,No,Gorgeous,No
shoes,No,390,Blue,Blue,Able Sisters,All Year,No,Gorgeous,No
shoes,No,390,Orange,Orange,Able Sisters,All Year,No,Gorgeous,No
shoes,No,390,Gray,Gray,Able Sisters,All Year,No,Gorgeous,No
shoes,No,390,Black,Black,Able Sisters,All Year,Yes,Gorgeous,No
shoes,No,390,Pink,Pink,Able Sisters,All Year,No,Gorgeous,No
shoes,No,390,Green,Green,Able Sisters,All Year,No,Gorgeous,No
shoes,No,390,Purple,Purple,Able Sisters,All Year,No,Gorgeous,No
shoes,No,450,Red,Blue,Kicks,All Year,No,Elegant,No
shoes,No,450,Pink,White,Kicks,All Year,No,Elegant,No
shoes,No,450,Blue,Brown,Kicks,All Year,No,Elegant,No
shoes,No,450,Yellow,Brown,Kicks,All Year,No,Elegant,No
shoes,No,450,Yellow,Red,Kicks,All Year,No,Elegant,No
shoes,No,375,Brown,Red,Able Sisters,All Year,Yes,Active,No
shoes,No,375,Black,Green,Able Sisters,All Year,No,Active,No
shoes,No,375,Black,Blue,Able Sisters,All Year,Yes,Active,No
shoes,No,375,Light blue,Purple,Able Sisters,All Year,Yes,Active,No
shoes,No,375,Yellow,White,Able Sisters,All Year,No,Active,No
shoes,No,375,Purple,Pink,Able Sisters,All Year,Yes,Active,No
shoes,No,375,White,Green,Able Sisters,All Year,Yes,Active,No
shoes,No,375,Brown,Beige,Able Sisters,All Year,Yes,Active,No
shoes,No,480,Red,Black,Able Sisters,Winter,No,Elegant,No
shoes,No,480,Gray,Black,Able Sisters,Winter,No,Elegant,No
shoes,No,480,Brown,Black,Able Sisters,Winter,No,Elegant,No
shoes,No,480,Blue,Black,Able Sisters,Winter,No,Elegant,No
shoes,No,480,Yellow,Black,Able Sisters,Winter,No,Elegant,No
shoes,No,375,Beige,Beige,Able Sisters,All Year,Yes,Simple,No
shoes,No,375,Light blue,Light blue,Able Sisters,All Year,Yes,Simple,No
shoes,No,375,Brown,Brown,Able Sisters,All Year,No,Simple,No
shoes,No,375,Pink,Pink,Able Sisters,All Year,Yes,Simple,No
shoes,No,375,White,White,Able Sisters,All Year,No,Simple,No
shoes,No,375,Black,Black,Able Sisters,All Year,Yes,Simple,No
shoes,No,550,Black,Black,Kicks,All Year,No,Cool,No
shoes,No,140,Pink,Beige,Able Sisters,All Year,No,Simple,No
shoes,No,140,Beige,Beige,Able Sisters,All Year,No,Simple,No
shoes,No,140,Red,Beige,Able Sisters,All Year,Yes,Simple,No
shoes,No,260,Pink,Pink,Able Sisters,Summer,Yes,Cute,No
shoes,No,260,Blue,Blue,Able Sisters,Summer,Yes,Cute,No
shoes,No,260,Red,Red,Able Sisters,Summer,No,Cute,No
shoes,No,260,Light blue,Light blue,Able Sisters,Summer,No,Cute,No
shoes,No,260,Orange,Orange,Able Sisters,Summer,No,Cute,No
shoes,No,260,Purple,Purple,Able Sisters,Summer,No,Cute,No
shoes,No,260,Green,Green,Able Sisters,Summer,No,Cute,No
shoes,No,260,Yellow,Yellow,Able Sisters,Summer,No,Cute,No
shoes,No,225,Pink,Black,Able Sisters,All Year,No,Active,No
shoes,No,225,Light blue,Black,Able Sisters,All Year,No,Active,No
shoes,No,225,Orange,Black,Able Sisters,All Year,No,Active,No
shoes,No,225,Green,Black,Able Sisters,All Year,No,Active,No
shoes,No,225,Blue,Black,Able Sisters,All Year,No,Active,No
shoes,No,225,Yellow,Black,Able Sisters,All Year,No,Active,No
shoes,No,225,Red,Black,Able Sisters,All Year,No,Active,No
shoes,No,225,Gray,Black,Able Sisters,All Year,No,Active,No
shoes,Yes,800,Light blue,Red,Crafting,All Year,No,Active,No
shoes,No,750,White,White,Wedding Season,All Year,No,Elegant,No
shoes,No,750,White,White,Wedding Season,All Year,No,Elegant,No
shoes,No,225,Black,White,Able Sisters,All Year,Yes,Elegant,No
shoes,No,225,Brown,White,Able Sisters,All Year,Yes,Elegant,No
shoes,No,225,Gray,White,Able Sisters,All Year,Yes,Elegant,No
shoes,No,225,Green,Green,Able Sisters,All Year,No,Elegant,No
shoes,No,225,Gray,Gray,Able Sisters,All Year,No,Elegant,No
shoes,No,225,Red,Red,Able Sisters,All Year,No,Elegant,No
shoes,No,225,Black,Black,Able Sisters,All Year,Yes,Elegant,No
shoes,No,227,Red,Black,Able Sisters,All Year,No,Cool,No
shoes,No,227,White,Black,Able Sisters,All Year,No,Cool,No
shoes,No,227,Black,Black,Able Sisters,All Year,Yes,Cool,No
shoes,No,227,Blue,Black,Able Sisters,All Year,No,Cool,No
shoes,Yes,800,Purple,Beige,Crafting,All Year,No,Active,No
shoes,No,325,Yellow,Red,Kicks,All Year,No,Elegant,No
shoes,No,325,Blue,Pink,Kicks,All Year,No,Elegant,No
shoes,No,325,Red,Yellow,Kicks,All Year,No,Elegant,No
shoes,No,325,Green,Red,Kicks,All Year,No,Elegant,No
shoes,No,325,Brown,Orange,Kicks,All Year,No,Elegant,No
shoes,No,480,Red,Black,Able Sisters,All Year,No,Cool,No
shoes,No,480,Purple,Black,Able Sisters,All Year,No,Cool,No
shoes,No,480,Pink,Black,Able Sisters,All Year,No,Cool,No
shoes,No,480,Yellow,Black,Able Sisters,All Year,No,Cool,No
shoes,No,480,White,Black,Able Sisters,All Year,Yes,Cool,No
shoes,No,480,Blue,Black,Able Sisters,All Year,No,Cool,No
shoes,No,480,Green,Black,Able Sisters,All Year,No,Cool,No
shoes,No,480,Gray,Black,Able Sisters,All Year,Yes,Cool,No
shoes,No,270,Red,White,Kicks,All Year,No,Active,No
shoes,No,270,Blue,White,Kicks,All Year,No,Active,No
shoes,No,270,Green,White,Kicks,All Year,No,Active,No
shoes,No,270,Pink,White,Kicks,All Year,No,Active,No
shoes,No,270,Black,White,Kicks,All Year,No,Active,No
shoes,No,270,Yellow,White,Kicks,All Year,No,Active,No
shoes,No,660,White,Red,Kicks,All Year,No,Active,No
socks,No,175,Pink,Red,Kicks,All Year,No,Active,No
socks,No,175,Green,Light blue,Kicks,All Year,No,Active,No
socks,No,175,Orange,Purple,Kicks,All Year,No,Active,No
socks,No,175,Pink,Light blue,Kicks,All Year,No,Active,No
socks,No,175,Blue,Yellow,Kicks,All Year,No,Active,No
socks,No,180,Beige,Beige,Able Sisters,Winter,No,Simple,No
socks,No,180,White,White,Able Sisters,Winter,No,Simple,No
socks,No,180,Red,Red,Able Sisters,Winter,No,Simple,No
socks,No,180,Green,Green,Able Sisters,Winter,No,Simple,No
socks,No,180,Blue,Blue,Able Sisters,Winter,No,Simple,No
socks,No,180,Black,Black,Able Sisters,Winter,No,Simple,No
socks,No,180,Blue,Light blue,Able Sisters,All Year,No,Elegant,No
socks,No,180,Red,White,Able Sisters,All Year,No,Elegant,No
socks,No,180,Green,Yellow,Able Sisters,All Year,No,Elegant,No
socks,No,180,Beige,Brown,Able Sisters,All Year,No,Elegant,No
socks,No,180,Gray,Pink,Able Sisters,All Year,No,Elegant,No
socks,No,180,White,Red,Able Sisters,All Year,No,Elegant,No
socks,No,180,Orange,White,Able Sisters,All Year,No,Elegant,No
socks,No,180,Pink,White,Able Sisters,All Year,No,Elegant,No
socks,No,150,Pink,Black,Kicks,Spring,No,Cute,No
socks,No,150,Yellow,Green,Kicks,Spring,No,Cute,No
